"merge_id","hid.x","pid.x","gender","age","married","ethnicity","born_outside_accra","hid.y","pid.y","highest_education","hid","pid","seen_nih_card","nih"
"70193/01.1","70193/01",1,"Female",27,"Married","Ga",FALSE,"70193/01",1,"Primary","70193/01",1,NA,NA
"70193/01.2","70193/01",2,"Male",5,NA,"Ga",FALSE,"70193/01",2,"Kindergarten","70193/01",2,NA,NA
"70193/01.3","70193/01",3,"Male",4,NA,"Other tribes originating from outside Ghana (Hausa, Fulani, Zabrama, etc.)",FALSE,"70193/01",3,"Kindergarten","70193/01",3,NA,NA
"70193/02.1","70193/02",1,"Female",57,"Widowed","Ga",FALSE,"70193/02",1,"Primary","70193/02",1,NA,NA
"70193/03.1","70193/03",1,"Male",62,"Married","Akuapem",TRUE,"70193/03",1,"Middle","70193/03",1,NA,NA
"70193/03.2","70193/03",2,"Female",49,"Married","Akuapem",TRUE,"70193/03",2,"Primary","70193/03",2,NA,NA
"70193/03.3","70193/03",3,"Female",18,"Never married","Akuapem",TRUE,"70193/03",3,"JSS/JHS","70193/03",3,"Yes, card seen",TRUE
"70193/03.4","70193/03",4,"Male",11,NA,"Akuapem",TRUE,"70193/03",4,"Primary","70193/03",4,NA,NA
"70193/04.1","70193/04",1,"Male",38,"Married","Ga",FALSE,"70193/04",1,"Primary","70193/04",1,NA,NA
"70193/04.2","70193/04",2,"Female",25,"Married","Ga",FALSE,"70193/04",2,NA,"70193/04",2,NA,NA
"70193/04.3","70193/04",3,"Male",3,NA,"Ga",FALSE,"70193/04",3,"Kindergarten","70193/04",3,"Yes, card not seen",FALSE
"70193/05.1","70193/05",1,"Female",60,"Divorced","Ga",FALSE,"70193/05",1,"Middle","70193/05",1,NA,NA
"70193/05.2","70193/05",2,"Male",43,"Separated","Ga",FALSE,"70193/05",2,"Middle","70193/05",2,"Yes, card seen",TRUE
"70193/05.3","70193/05",3,"Female",24,"Never married","Ga",FALSE,"70193/05",3,"JSS/JHS","70193/05",3,NA,NA
"70193/05.4","70193/05",4,"Female",15,"Never married","Ga",FALSE,"70193/05",4,"JSS/JHS","70193/05",4,NA,NA
"70193/06.1","70193/06",1,"Male",34,"Married","Ga",FALSE,"70193/06",1,"Primary","70193/06",1,NA,NA
"70193/06.2","70193/06",2,"Female",32,"Married","Ga",FALSE,"70193/06",2,NA,"70193/06",2,NA,NA
"70193/06.3","70193/06",3,"Female",14,"Never married","Ga",FALSE,"70193/06",3,"Primary","70193/06",3,NA,NA
"70193/06.4","70193/06",4,"Female",12,"Never married","Ga",FALSE,"70193/06",4,"Primary","70193/06",4,NA,NA
"70193/06.5","70193/06",5,"Female",8,NA,"Ga",FALSE,"70193/06",5,"Primary","70193/06",5,NA,NA
"70193/06.6","70193/06",6,"Male",5,NA,"Ga",FALSE,"70193/06",6,"Kindergarten","70193/06",6,NA,NA
"70193/06.7","70193/06",7,"Male",12,"Never married","Ga",FALSE,"70193/06",7,"Primary","70193/06",7,NA,NA
"70193/06.8","70193/06",8,"Female",9,NA,"Ga",FALSE,"70193/06",8,"Primary","70193/06",8,NA,NA
"70193/07.1","70193/07",1,"Male",53,"Married","Ga",TRUE,"70193/07",1,NA,"70193/07",1,"Yes, card not seen",FALSE
"70193/07.2","70193/07",2,"Female",50,"Married","Dangme (Ada, Shai, Krobo, Osudoku,Ningo)",FALSE,"70193/07",2,"Primary","70193/07",2,NA,NA
"70193/07.3","70193/07",3,"Male",28,"Never married","Ga",FALSE,"70193/07",3,"JSS/JHS","70193/07",3,NA,NA
"70193/07.4","70193/07",4,"Male",8,NA,"Ga",FALSE,"70193/07",4,"Primary","70193/07",4,"Yes, card seen",TRUE
"70193/08.1","70193/08",1,"Male",35,"Never married","Fante",FALSE,"70193/08",1,"SSS/SHS","70193/08",1,NA,NA
"70193/08.2","70193/08",2,"Female",19,"Consensual Union","Ewe",TRUE,"70193/08",2,"Primary","70193/08",2,NA,NA
"70193/09.1","70193/09",1,"Female",39,"Separated","Ga",FALSE,"70193/09",1,NA,"70193/09",1,NA,NA
"70193/09.2","70193/09",2,"Female",17,"Never married","Fante",FALSE,"70193/09",2,"Primary","70193/09",2,NA,NA
"70193/10.1","70193/10",1,"Male",43,"Married","Ga",FALSE,"70193/10",1,"JSS/JHS","70193/10",1,NA,NA
"70193/10.2","70193/10",2,"Female",39,"Married","Ga",FALSE,"70193/10",2,"JSS/JHS","70193/10",2,"Yes, card seen",TRUE
"70193/10.3","70193/10",3,"Male",3,NA,"Ga",FALSE,"70193/10",3,"Kindergarten","70193/10",3,"Yes, card seen",TRUE
"70193/11.1","70193/11",1,"Female",80,"Widowed","Ga",FALSE,"70193/11",1,NA,"70193/11",1,"Yes, card seen",TRUE
"70193/11.2","70193/11",2,"Female",17,"Never married","Ga",FALSE,"70193/11",2,"JSS/JHS","70193/11",2,NA,NA
"70193/11.3","70193/11",3,"Male",13,"Never married","Ga",FALSE,"70193/11",3,"Primary","70193/11",3,NA,NA
"70193/11.4","70193/11",4,"Female",10,NA,"Ga",FALSE,"70193/11",4,"Primary","70193/11",4,NA,NA
"70193/12.1","70193/12",1,"Female",47,"Widowed","Ga",TRUE,"70193/12",1,"Middle","70193/12",1,NA,NA
"70193/12.2","70193/12",2,"Male",23,"Never married","Ga",FALSE,"70193/12",2,"SSS/SHS","70193/12",2,NA,NA
"70193/12.3","70193/12",3,"Female",21,"Never married","Ga",FALSE,"70193/12",3,"SSS/SHS","70193/12",3,NA,NA
"70193/13.1","70193/13",1,"Female",51,"Divorced","Ga",FALSE,"70193/13",1,NA,"70193/13",1,NA,NA
"70193/13.2","70193/13",2,"Male",5,NA,"Ga",TRUE,"70193/13",2,"Kindergarten","70193/13",2,NA,NA
"70193/13.3","70193/13",3,"Male",5,NA,"Ga",TRUE,"70193/13",3,"Kindergarten","70193/13",3,NA,NA
"70193/15.1","70193/15",1,"Female",64,"Divorced","Ga",FALSE,"70193/15",1,NA,"70193/15",1,NA,NA
"70193/15.2","70193/15",2,"Female",33,"Married","Ga",FALSE,"70193/15",2,"JSS/JHS","70193/15",2,NA,NA
"70193/15.3","70193/15",3,"Male",11,NA,"Fante",FALSE,"70193/15",3,"Primary","70193/15",3,"Yes, card seen",TRUE
"70193/15.4","70193/15",4,"Female",10,NA,"Fante",FALSE,"70193/15",4,"Primary","70193/15",4,"Yes, card seen",TRUE
"70193/15.5","70193/15",5,"Male",7,NA,"Fante",FALSE,"70193/15",5,"Primary","70193/15",5,"Yes, card seen",TRUE
"70194/01.1","70194/01",1,"Female",58,"Consensual Union","Dangme (Ada, Shai, Krobo, Osudoku,Ningo)",FALSE,"70194/01",1,NA,"70194/01",1,"Yes, card not seen",FALSE
"70194/01.2","70194/01",2,"Male",23,"Never married","Ga",FALSE,"70194/01",2,"JSS/JHS","70194/01",2,NA,NA
"70194/01.3","70194/01",3,"Female",19,"Widowed","Ga",FALSE,"70194/01",3,"Primary","70194/01",3,NA,NA
"70194/01.4","70194/01",4,"Male",17,"Never married","Ga",FALSE,"70194/01",4,"Primary","70194/01",4,NA,NA
"70194/01.5","70194/01",5,"Male",15,"Never married","Ga",FALSE,"70194/01",5,"Primary","70194/01",5,NA,NA
"70194/01.6","70194/01",6,"Male",4,NA,"Ga",FALSE,"70194/01",6,"Kindergarten","70194/01",6,NA,NA
"70194/02.1","70194/02",1,"Male",28,"Never married","Ewe",TRUE,"70194/02",1,"SSS/SHS","70194/02",1,"Yes, card seen but expired",FALSE
"70194/03.1","70194/03",1,"Male",25,"Consensual Union","Ewe",FALSE,"70194/03",1,"Voc/Tech/Comm","70194/03",1,"Yes, card not seen",FALSE
"70194/03.2","70194/03",2,"Male",19,"Never married","Ewe",FALSE,"70194/03",2,"JSS/JHS","70194/03",2,NA,NA
"70194/04.1","70194/04",1,"Female",29,"Consensual Union","Ewe",FALSE,"70194/04",1,"JSS/JHS","70194/04",1,"Yes, card not seen",FALSE
"70194/04.2","70194/04",2,"Male",6,NA,"Kwahu",FALSE,"70194/04",2,"Primary","70194/04",2,"Yes, card not seen",FALSE
"70194/04.3","70194/04",3,"Male",13,"Never married","Ewe",FALSE,"70194/04",3,"Primary","70194/04",3,NA,NA
"70194/05.1","70194/05",1,"Female",62,"Widowed","Ewe",TRUE,"70194/05",1,NA,"70194/05",1,NA,NA
"70194/05.3","70194/05",3,"Male",29,"Never married","Ewe",FALSE,"70194/05",3,"Primary","70194/05",3,NA,NA
"70194/06.1","70194/06",1,"Male",41,"Consensual Union","Ewe",TRUE,"70194/06",1,"Primary","70194/06",1,"Yes, card seen but expired",FALSE
"70194/06.2","70194/06",2,"Female",40,"Consensual Union","Ewe",TRUE,"70194/06",2,NA,"70194/06",2,"Yes, card seen but expired",FALSE
"70194/07.1","70194/07",1,"Male",30,"Consensual Union","Ewe",FALSE,"70194/07",1,"JSS/JHS","70194/07",1,NA,NA
"70194/07.2","70194/07",2,"Female",24,"Consensual Union","Ga",FALSE,"70194/07",2,"Primary","70194/07",2,"Yes, card seen but expired",FALSE
"70194/07.3","70194/07",3,"Female",6,NA,"Ewe",FALSE,"70194/07",3,"Primary","70194/07",3,"Yes, card seen but expired",FALSE
"70194/07.4","70194/07",4,"Male",3,NA,"Ewe",FALSE,"70194/07",4,"Kindergarten","70194/07",4,NA,NA
"70194/08.1","70194/08",1,"Male",32,"Never married","Ga",FALSE,"70194/08",1,"SSS/SHS","70194/08",1,"Yes, card seen but expired",FALSE
"70194/08.2","70194/08",2,"Male",24,"Consensual Union","Ga",FALSE,"70194/08",2,"Primary","70194/08",2,"Yes, card seen but expired",FALSE
"70194/08.3","70194/08",3,"Male",22,"Never married","Ga",FALSE,"70194/08",3,"Primary","70194/08",3,NA,NA
"70194/09.1","70194/09",1,"Male",42,"Consensual Union","Ga",FALSE,"70194/09",1,NA,"70194/09",1,NA,NA
"70194/09.2","70194/09",2,"Female",34,"Consensual Union","Ga",FALSE,"70194/09",2,"JSS/JHS","70194/09",2,NA,NA
"70194/09.3","70194/09",3,"Male",15,"Never married","Ga",FALSE,"70194/09",3,"SSS/SHS","70194/09",3,NA,NA
"70194/09.4","70194/09",4,"Female",11,NA,"Ga",FALSE,"70194/09",4,"Primary","70194/09",4,NA,NA
"70194/09.5","70194/09",5,"Male",9,NA,"Ga",FALSE,"70194/09",5,"Primary","70194/09",5,NA,NA
"70194/10.1","70194/10",1,"Male",58,"Consensual Union","Ga",FALSE,"70194/10",1,NA,"70194/10",1,NA,NA
"70194/10.2","70194/10",2,"Female",46,"Consensual Union","Zabrama",FALSE,"70194/10",2,NA,"70194/10",2,NA,NA
"70194/10.3","70194/10",3,"Male",24,"Never married","Ga",FALSE,"70194/10",3,"Primary","70194/10",3,NA,NA
"70194/11.1","70194/11",1,"Male",60,"Consensual Union","Fante",FALSE,"70194/11",1,"Primary","70194/11",1,NA,NA
"70194/11.2","70194/11",2,"Female",59,"Consensual Union","Ewe",TRUE,"70194/11",2,"Primary","70194/11",2,"Yes, card seen but expired",FALSE
"70194/11.3","70194/11",3,"Female",18,"Separated","Ewe",FALSE,"70194/11",3,"Primary","70194/11",3,"Yes, card not seen",FALSE
"70194/11.4","70194/11",4,"Female",6,NA,"Ewe",FALSE,"70194/11",4,"Kindergarten","70194/11",4,NA,NA
"70194/12.1","70194/12",1,"Male",32,"Consensual Union","Ga",FALSE,"70194/12",1,"SSS/SHS","70194/12",1,"Yes, card seen but expired",FALSE
"70194/12.2","70194/12",2,"Female",27,"Consensual Union","Ga",FALSE,"70194/12",2,"Primary","70194/12",2,"Yes, card not seen",FALSE
"70194/12.3","70194/12",3,"Female",6,NA,"Ga",FALSE,"70194/12",3,"Kindergarten","70194/12",3,"Yes, card not seen",FALSE
"70194/12.4","70194/12",4,"Male",4,NA,"Ga",FALSE,"70194/12",4,"Kindergarten","70194/12",4,NA,NA
"70194/13.1","70194/13",1,"Female",60,"Widowed","Fante",FALSE,"70194/13",1,"Primary","70194/13",1,"Yes, card not seen",FALSE
"70194/13.2","70194/13",2,"Female",32,"Consensual Union","Ga",FALSE,"70194/13",2,"Primary","70194/13",2,"Yes, card seen but expired",FALSE
"70194/13.3","70194/13",3,"Male",25,"Never married","Ga",FALSE,"70194/13",3,"Primary","70194/13",3,"Yes, card not seen",FALSE
"70194/14.1","70194/14",1,"Male",30,"Consensual Union","Ga",FALSE,"70194/14",1,"Primary","70194/14",1,NA,NA
"70194/14.2","70194/14",2,"Female",23,"Consensual Union","Dangme (Ada, Shai, Krobo, Osudoku,Ningo)",FALSE,"70194/14",2,"JSS/JHS","70194/14",2,NA,NA
"70194/15.1","70194/15",1,"Male",32,"Consensual Union","Dangme (Ada, Shai, Krobo, Osudoku,Ningo)",FALSE,"70194/15",1,"JSS/JHS","70194/15",1,NA,NA
"70194/15.2","70194/15",2,"Female",30,"Consensual Union","Ga",FALSE,"70194/15",2,"JSS/JHS","70194/15",2,"Yes, card seen but expired",FALSE
"70194/15.3","70194/15",3,"Male",5,NA,"Dangme (Ada, Shai, Krobo, Osudoku,Ningo)",FALSE,"70194/15",3,"Kindergarten","70194/15",3,NA,NA
"70194/15.4","70194/15",4,"Female",3,NA,"Dangme (Ada, Shai, Krobo, Osudoku,Ningo)",FALSE,"70194/15",4,"Kindergarten","70194/15",4,NA,NA
"70195/01.1","70195/01",1,"Female",40,"Widowed","Dangme (Ada, Shai, Krobo, Osudoku,Ningo)",FALSE,"70195/01",1,"Primary","70195/01",1,"Yes, card seen",TRUE
"70195/01.2","70195/01",2,"Female",21,"Never married","Dangme (Ada, Shai, Krobo, Osudoku,Ningo)",FALSE,"70195/01",2,"University (Bachelor)","70195/01",2,"Yes, card not seen",FALSE
"70195/01.3","70195/01",3,"Male",17,"Never married","Dangme (Ada, Shai, Krobo, Osudoku,Ningo)",FALSE,"70195/01",3,"SSS/SHS","70195/01",3,"Yes, card not seen",FALSE
"70195/01.4","70195/01",4,"Female",15,"Never married","Dangme (Ada, Shai, Krobo, Osudoku,Ningo)",FALSE,"70195/01",4,"SSS/SHS","70195/01",4,"Yes, card not seen",FALSE
"70195/01.5","70195/01",5,"Female",9,NA,"Dangme (Ada, Shai, Krobo, Osudoku,Ningo)",FALSE,"70195/01",5,"Primary","70195/01",5,"Yes, card not seen",FALSE
"70195/02.1","70195/02",1,"Male",75,"Married","Dangme (Ada, Shai, Krobo, Osudoku,Ningo)",TRUE,"70195/02",1,"Middle","70195/02",1,"Yes, card seen",TRUE
"70195/02.2","70195/02",2,"Female",49,"Married","Dangme (Ada, Shai, Krobo, Osudoku,Ningo)",FALSE,"70195/02",2,"Middle","70195/02",2,"Yes, card not seen",FALSE
"70195/02.3","70195/02",3,"Male",36,"Never married","Dangme (Ada, Shai, Krobo, Osudoku,Ningo)",FALSE,"70195/02",3,"SSS/SHS","70195/02",3,NA,NA
"70195/02.4","70195/02",4,"Female",35,"Married","Dangme (Ada, Shai, Krobo, Osudoku,Ningo)",FALSE,"70195/02",4,"SSS/SHS","70195/02",4,"Yes, card seen but expired",FALSE
"70195/02.5","70195/02",5,"Female",28,"Married","Dangme (Ada, Shai, Krobo, Osudoku,Ningo)",FALSE,"70195/02",5,"SSS/SHS","70195/02",5,"Yes, card not seen",FALSE
"70195/02.6","70195/02",6,"Female",24,"Never married","Dangme (Ada, Shai, Krobo, Osudoku,Ningo)",FALSE,"70195/02",6,"University (Bachelor)","70195/02",6,"Yes, card seen",TRUE
"70195/02.7","70195/02",7,"Female",14,"Never married","Dangme (Ada, Shai, Krobo, Osudoku,Ningo)",FALSE,"70195/02",7,"JSS/JHS","70195/02",7,"Yes, card seen",TRUE
"70195/02.8","70195/02",8,"Male",6,NA,"Dangme (Ada, Shai, Krobo, Osudoku,Ningo)",FALSE,"70195/02",8,"Primary","70195/02",8,"Yes, card not seen",FALSE
"70195/02.9","70195/02",9,"Female",57,"Married","Dangme (Ada, Shai, Krobo, Osudoku,Ningo)",FALSE,"70195/02",9,"Middle","70195/02",9,"Yes, card seen but expired",FALSE
"70195/03.1","70195/03",1,"Male",40,"Consensual Union","Ewe",TRUE,"70195/03",1,"SSS/SHS","70195/03",1,NA,NA
"70195/03.2","70195/03",2,"Female",35,"Consensual Union","Akuapem",TRUE,"70195/03",2,"Primary","70195/03",2,"Yes, card seen",TRUE
"70195/03.3","70195/03",3,"Female",9,NA,"Ewe",FALSE,"70195/03",3,"Primary","70195/03",3,"Yes, card seen",TRUE
"70195/03.4","70195/03",4,"Female",7,NA,"Ewe",FALSE,"70195/03",4,"Primary","70195/03",4,"Yes, card seen",TRUE
"70195/03.5","70195/03",5,"Female",7,NA,"Ewe",FALSE,"70195/03",5,"Primary","70195/03",5,"Yes, card seen",TRUE
"70195/04.1","70195/04",1,"Male",38,"Married","Kwahu",TRUE,"70195/04",1,"JSS/JHS","70195/04",1,NA,NA
"70195/04.2","70195/04",2,"Female",35,"Married","Kwahu",TRUE,"70195/04",2,"JSS/JHS","70195/04",2,"Yes, card seen",TRUE
"70195/04.3","70195/04",3,"Female",6,NA,"Kwahu",FALSE,"70195/04",3,"Primary","70195/04",3,"Yes, card seen",TRUE
"70195/05.1","70195/05",1,"Male",61,"Married","Fante",TRUE,"70195/05",1,"Polytechnic","70195/05",1,"Yes, card seen",TRUE
"70195/05.10","70195/05",10,"Male",31,"Never married","Fante",TRUE,"70195/05",10,"JSS/JHS","70195/05",10,NA,NA
"70195/05.2","70195/05",2,"Female",59,"Married","Fante",TRUE,"70195/05",2,"Middle","70195/05",2,"Yes, card seen",TRUE
"70195/05.3","70195/05",3,"Female",41,"Widowed","Fante",TRUE,"70195/05",3,"Voc/Tech/Comm","70195/05",3,"Yes, card not seen",FALSE
"70195/05.4","70195/05",4,"Female",30,"Married","Fante",TRUE,"70195/05",4,"University (Bachelor)","70195/05",4,"Yes, card not seen",FALSE
"70195/05.5","70195/05",5,"Male",26,"Never married","Fante",TRUE,"70195/05",5,"University (Bachelor)","70195/05",5,NA,NA
"70195/05.6","70195/05",6,"Female",14,"Never married","Fante",TRUE,"70195/05",6,"SSS/SHS","70195/05",6,"Yes, card not seen",FALSE
"70195/05.7","70195/05",7,"Male",38,"Separated","Fante",TRUE,"70195/05",7,"Voc/Tech/Comm","70195/05",7,NA,NA
"70195/05.8","70195/05",8,"Male",5,NA,"Fante",TRUE,"70195/05",8,"Primary","70195/05",8,NA,NA
"70195/05.9","70195/05",9,"Male",5,NA,"Fante",TRUE,"70195/05",9,"Kindergarten","70195/05",9,"Yes, card not seen",FALSE
"70195/06.1","70195/06",1,"Male",52,"Married","Dangme (Ada, Shai, Krobo, Osudoku,Ningo)",TRUE,"70195/06",1,"Voc/Tech/Comm","70195/06",1,"Yes, card seen but expired",FALSE
"70195/06.2","70195/06",2,"Female",42,"Married","Dangme (Ada, Shai, Krobo, Osudoku,Ningo)",FALSE,"70195/06",2,"Primary","70195/06",2,"Yes, card seen",TRUE
"70195/06.3","70195/06",3,"Male",27,"Never married","Dangme (Ada, Shai, Krobo, Osudoku,Ningo)",FALSE,"70195/06",3,"Primary","70195/06",3,NA,NA
"70195/06.4","70195/06",4,"Female",25,"Never married","Dangme (Ada, Shai, Krobo, Osudoku,Ningo)",FALSE,"70195/06",4,"JSS/JHS","70195/06",4,"Yes, card not seen",FALSE
"70195/06.5","70195/06",5,"Male",23,"Never married","Dangme (Ada, Shai, Krobo, Osudoku,Ningo)",FALSE,"70195/06",5,"SSS/SHS","70195/06",5,"Yes, card seen",TRUE
"70195/06.6","70195/06",6,"Male",13,"Never married","Dangme (Ada, Shai, Krobo, Osudoku,Ningo)",FALSE,"70195/06",6,"JSS/JHS","70195/06",6,"Yes, card not seen",FALSE
"70195/06.7","70195/06",7,"Male",7,NA,"Dangme (Ada, Shai, Krobo, Osudoku,Ningo)",FALSE,"70195/06",7,"Primary","70195/06",7,"Yes, card not seen",FALSE
"70195/06.8","70195/06",8,"Male",3,NA,"Dangme (Ada, Shai, Krobo, Osudoku,Ningo)",FALSE,"70195/06",8,"Kindergarten","70195/06",8,"Yes, card not seen",FALSE
"70195/07.1","70195/07",1,"Male",51,"Divorced","Ewe",TRUE,"70195/07",1,"Middle","70195/07",1,NA,NA
"70195/07.2","70195/07",2,"Female",15,"Never married","Ewe",TRUE,"70195/07",2,"Primary","70195/07",2,"Yes, card not seen",FALSE
"70195/07.3","70195/07",3,"Male",40,"Consensual Union","Ewe",TRUE,"70195/07",3,"Middle","70195/07",3,NA,NA
"70195/08.1","70195/08",1,"Male",37,"Consensual Union","Ewe",FALSE,"70195/08",1,"Primary","70195/08",1,NA,NA
"70195/08.2","70195/08",2,"Female",35,"Consensual Union","Ewe",TRUE,"70195/08",2,"JSS/JHS","70195/08",2,"Yes, card seen",TRUE
"70195/08.3","70195/08",3,"Male",11,NA,"Ewe",FALSE,"70195/08",3,"Primary","70195/08",3,"Yes, card not seen",FALSE
"70195/08.4","70195/08",4,"Female",8,NA,"Ewe",FALSE,"70195/08",4,"Primary","70195/08",4,"Yes, card not seen",FALSE
"70195/08.5","70195/08",5,"Female",7,NA,"Ewe",FALSE,"70195/08",5,"Primary","70195/08",5,"Yes, card not seen",FALSE
"70195/09.1","70195/09",1,"Male",50,"Widowed","Kwahu",TRUE,"70195/09",1,"Secondary","70195/09",1,NA,NA
"70195/09.2","70195/09",2,"Female",22,"Never married","Kwahu",FALSE,"70195/09",2,"University (Bachelor)","70195/09",2,"Yes, card not seen",FALSE
"70195/09.3","70195/09",3,"Female",18,"Never married","Kwahu",FALSE,"70195/09",3,"SSS/SHS","70195/09",3,"Yes, card not seen",FALSE
"70195/09.4","70195/09",4,"Male",12,"Never married","Kwahu",FALSE,"70195/09",4,"JSS/JHS","70195/09",4,"Yes, card not seen",FALSE
"70195/09.5","70195/09",5,"Male",60,"Separated","Kwahu",TRUE,"70195/09",5,"Middle","70195/09",5,NA,NA
"70195/09.6","70195/09",6,"Female",80,"Widowed","Kwahu",TRUE,"70195/09",6,NA,"70195/09",6,"Yes, card not seen",FALSE
"70195/10.1","70195/10",1,"Female",50,"Widowed","Ga",FALSE,"70195/10",1,NA,"70195/10",1,"Yes, card seen",TRUE
"70195/10.2","70195/10",2,"Female",12,"Never married","Ga",FALSE,"70195/10",2,"Primary","70195/10",2,"Yes, card seen",TRUE
"70195/11.1","70195/11",1,"Female",27,"Married","Boron (Brong) (including Banda)",TRUE,"70195/11",1,"SSS/SHS","70195/11",1,"Yes, card seen",TRUE
"70195/11.2","70195/11",2,"Male",30,"Married","Boron (Brong) (including Banda)",TRUE,"70195/11",2,"JSS/JHS","70195/11",2,"Yes, card seen",TRUE
"70195/11.3","70195/11",3,"Male",5,NA,"Boron (Brong) (including Banda)",FALSE,"70195/11",3,"Kindergarten","70195/11",3,"Yes, card not seen",FALSE
"70195/12.1","70195/12",1,"Female",55,"Widowed","Kwahu",FALSE,"70195/12",1,"Middle","70195/12",1,NA,NA
"70195/12.2","70195/12",2,"Female",26,"Never married","Asante",FALSE,"70195/12",2,"Teacher Training/Agric/ Nursing Cert","70195/12",2,"Yes, card seen",TRUE
"70195/12.3","70195/12",3,"Male",18,"Never married","Asante",FALSE,"70195/12",3,"SSS/SHS","70195/12",3,NA,NA
"70195/13.1","70195/13",1,"Male",30,"Married","Asante",TRUE,"70195/13",1,"Primary","70195/13",1,"Yes, card not seen",FALSE
"70195/13.2","70195/13",2,"Female",28,"Married","Kwahu",TRUE,"70195/13",2,"JSS/JHS","70195/13",2,"Yes, card not seen",FALSE
"70195/13.3","70195/13",3,"Female",4,NA,"Asante",FALSE,"70195/13",3,"Kindergarten","70195/13",3,"Yes, card not seen",FALSE
"70195/14.1","70195/14",1,"Female",45,"Separated","Fante",TRUE,"70195/14",1,"Middle","70195/14",1,"Yes, card not seen",FALSE
"70195/14.2","70195/14",2,"Male",24,"Never married","Ga",FALSE,"70195/14",2,"SSS/SHS","70195/14",2,NA,NA
"70195/14.3","70195/14",3,"Female",19,"Never married","Fante",FALSE,"70195/14",3,"SSS/SHS","70195/14",3,"Yes, card not seen",FALSE
"70195/14.4","70195/14",4,"Male",16,"Never married","Fante",FALSE,"70195/14",4,"JSS/JHS","70195/14",4,"Yes, card not seen",FALSE
"70195/15.1","70195/15",1,"Male",39,"Married","Ewe",TRUE,"70195/15",1,"University (Bachelor)","70195/15",1,"Yes, card seen",TRUE
"70195/15.2","70195/15",2,"Female",35,"Married","Ewe",TRUE,"70195/15",2,"Teacher Training/Agric/ Nursing Cert","70195/15",2,"Yes, card seen",TRUE
"70195/15.3","70195/15",3,"Female",3,NA,"Ewe",FALSE,"70195/15",3,"Kindergarten","70195/15",3,"Yes, card not seen",FALSE
"70196/01.1","70196/01",1,"Male",49,"Married","Fante",TRUE,"70196/01",1,"Middle","70196/01",1,NA,NA
"70196/01.2","70196/01",2,"Female",43,"Married","Akuapem",FALSE,"70196/01",2,"Primary","70196/01",2,NA,NA
"70196/01.3","70196/01",3,"Female",18,"Never married","Akuapem",FALSE,"70196/01",3,"SSS/SHS","70196/01",3,"Yes, card seen",TRUE
"70196/01.4","70196/01",4,"Female",18,"Never married","Akuapem",FALSE,"70196/01",4,"JSS/JHS","70196/01",4,NA,NA
"70196/01.5","70196/01",5,"Male",15,"Never married","Akuapem",FALSE,"70196/01",5,"JSS/JHS","70196/01",5,NA,NA
"70196/01.6","70196/01",6,"Male",15,"Never married","Akuapem",FALSE,"70196/01",6,"JSS/JHS","70196/01",6,NA,NA
"70196/01.7","70196/01",7,"Male",12,"Never married","Akuapem",FALSE,"70196/01",7,"Primary","70196/01",7,NA,NA
"70196/01.8","70196/01",8,"Female",7,NA,"Akuapem",FALSE,"70196/01",8,"Primary","70196/01",8,NA,NA
"70196/01.9","70196/01",9,"Male",5,NA,"Akuapem",FALSE,"70196/01",9,"Kindergarten","70196/01",9,NA,NA
"70196/02.1","70196/02",1,"Female",53,"Divorced","Fante",TRUE,"70196/02",1,"Secondary","70196/02",1,NA,NA
"70196/02.2","70196/02",2,"Male",30,"Never married","Fante",FALSE,"70196/02",2,"University (Bachelor)","70196/02",2,NA,NA
"70196/02.3","70196/02",3,"Male",27,"Never married","Fante",FALSE,"70196/02",3,"JSS/JHS","70196/02",3,NA,NA
"70196/02.4","70196/02",4,"Female",18,"Never married","Dangme (Ada, Shai, Krobo, Osudoku,Ningo)",FALSE,"70196/02",4,"Primary","70196/02",4,NA,NA
"70196/03.1","70196/03",1,"Male",47,"Never married","Ga",FALSE,"70196/03",1,"Voc/Tech/Comm","70196/03",1,NA,NA
"70196/04.1","70196/04",1,"Male",62,"Married","Akyem",TRUE,"70196/04",1,"Middle","70196/04",1,"Yes, card seen",TRUE
"70196/04.2","70196/04",2,"Female",55,"Married","Akyem",TRUE,"70196/04",2,"Primary","70196/04",2,"Yes, card seen",TRUE
"70196/04.3","70196/04",3,"Female",14,"Never married","Dangme (Ada, Shai, Krobo, Osudoku,Ningo)",FALSE,"70196/04",3,"JSS/JHS","70196/04",3,"Yes, card seen",TRUE
"70196/06.1","70196/06",1,"Female",36,"Married","Kwahu",FALSE,"70196/06",1,"University (Bachelor)","70196/06",1,NA,NA
"70196/06.2","70196/06",2,"Female",8,NA,"Kwahu",FALSE,"70196/06",2,"Primary","70196/06",2,NA,NA
"70196/06.3","70196/06",3,"Male",4,NA,"Kwahu",FALSE,"70196/06",3,"Kindergarten","70196/06",3,NA,NA
"70196/06.5","70196/06",5,"Female",77,"Widowed","Kwahu",TRUE,"70196/06",5,"Voc/Tech/Comm","70196/06",5,NA,NA
"70196/07.1","70196/07",1,"Male",45,"Married","Ewe",TRUE,"70196/07",1,"Middle","70196/07",1,NA,NA
"70196/07.2","70196/07",2,"Female",42,"Married","Ewe",TRUE,"70196/07",2,"Middle","70196/07",2,NA,NA
