"merge_id","hid.x","pid.x","gender","age","married","ethnicity","born_outside_accra","hid.y","pid.y","highest_education","hid","pid","seen_nih_card","nih"
"70196/07.3","70196/07",3,"Male",18,"Never married","Ewe",FALSE,"70196/07",3,"SSS/SHS","70196/07",3,NA,NA
"70196/07.4","70196/07",4,"Female",14,"Never married","Ewe",FALSE,"70196/07",4,"JSS/JHS","70196/07",4,"Yes, card not seen",FALSE
"70196/07.5","70196/07",5,"Male",7,NA,"Ewe",FALSE,"70196/07",5,"Primary","70196/07",5,"Yes, card not seen",FALSE
"70196/08.1","70196/08",1,"Female",55,"Widowed","Kwahu",TRUE,"70196/08",1,"Middle","70196/08",1,"Yes, card not seen",FALSE
"70196/10.1","70196/10",1,"Male",45,"Married","Kwahu",TRUE,"70196/10",1,"Middle","70196/10",1,"Yes, card not seen",FALSE
"70196/10.2","70196/10",2,"Female",41,"Married","Kwahu",TRUE,"70196/10",2,"JSS/JHS","70196/10",2,"Yes, card not seen",FALSE
"70196/10.3","70196/10",3,"Female",17,"Never married","Kwahu",FALSE,"70196/10",3,"SSS/SHS","70196/10",3,NA,NA
"70196/10.4","70196/10",4,"Male",14,"Never married","Kwahu",FALSE,"70196/10",4,"JSS/JHS","70196/10",4,"Yes, card not seen",FALSE
"70196/10.5","70196/10",5,"Male",9,NA,"Kwahu",FALSE,"70196/10",5,"Primary","70196/10",5,"Yes, card not seen",FALSE
"70196/10.6","70196/10",6,"Female",3,NA,"Kwahu",FALSE,"70196/10",6,"None","70196/10",6,"Yes, card not seen",FALSE
"70196/11.1","70196/11",1,"Male",47,"Never married","Fante",TRUE,"70196/11",1,"Voc/Tech/Comm","70196/11",1,NA,NA
"70196/12.1","70196/12",1,"Female",59,"Divorced","Kwahu",TRUE,"70196/12",1,"Middle","70196/12",1,NA,NA
"70196/15.1","70196/15",1,"Male",70,"Married","Akuapem",TRUE,"70196/15",1,"Secondary","70196/15",1,"Yes, card seen",TRUE
"70196/15.2","70196/15",2,"Female",55,"Married","Fante",FALSE,"70196/15",2,"Middle","70196/15",2,NA,NA
"70197/03.1","70197/03",1,"Female",37,"Married","Dangme (Ada, Shai, Krobo, Osudoku,Ningo)",FALSE,"70197/03",1,"Primary","70197/03",1,"Yes, card not seen",FALSE
"70197/03.2","70197/03",2,"Male",41,"Married","Asante",TRUE,"70197/03",2,"JSS/JHS","70197/03",2,"Yes, card not seen",FALSE
"70197/03.3","70197/03",3,"Female",9,NA,"Asante",FALSE,"70197/03",3,"Primary","70197/03",3,"Yes, card not seen",FALSE
"70197/03.4","70197/03",4,"Male",6,NA,"Asante",FALSE,"70197/03",4,"Kindergarten","70197/03",4,"Yes, card not seen",FALSE
"70197/03.5","70197/03",5,"Female",6,NA,"Asante",FALSE,"70197/03",5,"Kindergarten","70197/03",5,"Yes, card not seen",FALSE
"70197/04.1","70197/04",1,"Male",55,"Married","Akuapem",TRUE,"70197/04",1,"Middle","70197/04",1,NA,NA
"70197/04.2","70197/04",2,"Female",42,"Married","Fante",TRUE,"70197/04",2,"Primary","70197/04",2,"Yes, card not seen",FALSE
"70197/04.3","70197/04",3,"Female",24,"Never married","Akuapem",TRUE,"70197/04",3,"SSS/SHS","70197/04",3,"Yes, card not seen",FALSE
"70197/04.4","70197/04",4,"Male",19,"Never married","Akuapem",TRUE,"70197/04",4,"SSS/SHS","70197/04",4,"Yes, card not seen",FALSE
"70197/04.5","70197/04",5,"Male",6,NA,"Akuapem",TRUE,"70197/04",5,"Primary","70197/04",5,"Yes, card not seen",FALSE
"70197/04.6","70197/04",6,"Female",3,NA,"Akuapem",TRUE,"70197/04",6,"Kindergarten","70197/04",6,"Yes, card not seen",FALSE
"70197/05.1","70197/05",1,"Female",28,"Separated","Akuapem",TRUE,"70197/05",1,"JSS/JHS","70197/05",1,NA,NA
"70197/05.2","70197/05",2,"Male",10,NA,"Akuapem",TRUE,"70197/05",2,"Primary","70197/05",2,NA,NA
"70197/05.3","70197/05",3,"Female",9,NA,"Akuapem",TRUE,"70197/05",3,"Primary","70197/05",3,NA,NA
"70197/06.1","70197/06",1,"Female",47,"Widowed","Asante",TRUE,"70197/06",1,"Middle","70197/06",1,"Yes, card not seen",FALSE
"70197/06.2","70197/06",2,"Male",21,"Never married","Asante",FALSE,"70197/06",2,"University (Bachelor)","70197/06",2,"Yes, card not seen",FALSE
"70197/06.3","70197/06",3,"Female",10,NA,"Asante",FALSE,"70197/06",3,"Primary","70197/06",3,"Yes, card not seen",FALSE
"70197/06.4","70197/06",4,"Female",36,"Married","Asante",TRUE,"70197/06",4,"Polytechnic","70197/06",4,"Yes, card not seen",FALSE
"70197/07.1","70197/07",1,"Female",24,"Married","Fante",TRUE,"70197/07",1,"JSS/JHS","70197/07",1,"Yes, card seen",TRUE
"70197/07.2","70197/07",2,"Male",27,"Married","Ewe",TRUE,"70197/07",2,"Primary","70197/07",2,"Yes, card seen",TRUE
"70197/07.3","70197/07",3,"Female",7,NA,"Ewe",TRUE,"70197/07",3,"Primary","70197/07",3,"Yes, card not seen",FALSE
"70197/07.4","70197/07",4,"Male",4,NA,"Ewe",TRUE,"70197/07",4,NA,"70197/07",4,"Yes, card not seen",FALSE
"70197/08.1","70197/08",1,"Female",34,"Separated","Dangme (Ada, Shai, Krobo, Osudoku,Ningo)",FALSE,"70197/08",1,"Primary","70197/08",1,NA,NA
"70197/08.2","70197/08",2,"Male",15,"Never married","Dangme (Ada, Shai, Krobo, Osudoku,Ningo)",FALSE,"70197/08",2,"Primary","70197/08",2,NA,NA
"70197/08.3","70197/08",3,"Male",7,NA,"Dangme (Ada, Shai, Krobo, Osudoku,Ningo)",FALSE,"70197/08",3,"Kindergarten","70197/08",3,NA,NA
"70197/08.4","70197/08",4,"Female",5,NA,"Dangme (Ada, Shai, Krobo, Osudoku,Ningo)",FALSE,"70197/08",4,"None","70197/08",4,NA,NA
"70197/09.1","70197/09",1,"Female",38,"Consensual Union","Awutu, Efutu, Senya, Breku",TRUE,"70197/09",1,NA,"70197/09",1,"Yes, card seen but expired",FALSE
"70197/09.2","70197/09",2,"Male",17,"Never married","Awutu, Efutu, Senya, Breku",TRUE,"70197/09",2,"JSS/JHS","70197/09",2,NA,NA
"70197/09.3","70197/09",3,"Male",15,"Never married","Awutu, Efutu, Senya, Breku",TRUE,"70197/09",3,"Primary","70197/09",3,NA,NA
"70197/09.4","70197/09",4,"Female",8,NA,"Awutu, Efutu, Senya, Breku",TRUE,"70197/09",4,"Primary","70197/09",4,NA,NA
"70197/09.5","70197/09",5,"Female",5,NA,"Awutu, Efutu, Senya, Breku",TRUE,"70197/09",5,NA,"70197/09",5,NA,NA
"70197/10.1","70197/10",1,"Male",73,"Married","Dangme (Ada, Shai, Krobo, Osudoku,Ningo)",FALSE,"70197/10",1,"Primary","70197/10",1,"Yes, card seen",TRUE
"70197/10.2","70197/10",2,"Female",48,"Married","Dangme (Ada, Shai, Krobo, Osudoku,Ningo)",FALSE,"70197/10",2,NA,"70197/10",2,"Yes, card seen",TRUE
"70197/10.3","70197/10",3,"Female",11,NA,"Dangme (Ada, Shai, Krobo, Osudoku,Ningo)",FALSE,"70197/10",3,"Primary","70197/10",3,"Yes, card seen",TRUE
"70197/10.4","70197/10",4,"Male",9,NA,"Dangme (Ada, Shai, Krobo, Osudoku,Ningo)",FALSE,"70197/10",4,"Kindergarten","70197/10",4,"Yes, card seen",TRUE
"70197/10.5","70197/10",5,"Male",5,NA,"Dangme (Ada, Shai, Krobo, Osudoku,Ningo)",FALSE,"70197/10",5,NA,"70197/10",5,"Yes, card seen",TRUE
"70197/11.1","70197/11",1,"Female",51,"Widowed","Asen (Assin)",TRUE,"70197/11",1,NA,"70197/11",1,"Yes, card seen",TRUE
"70197/11.2","70197/11",2,"Female",27,"Never married","Asen (Assin)",TRUE,"70197/11",2,"JSS/JHS","70197/11",2,"Yes, card not seen",FALSE
"70197/11.3","70197/11",3,"Female",23,"Never married","Asen (Assin)",FALSE,"70197/11",3,"University (Bachelor)","70197/11",3,"Yes, card not seen",FALSE
"70197/11.4","70197/11",4,"Female",18,"Never married","Asen (Assin)",FALSE,"70197/11",4,"SSS/SHS","70197/11",4,"Yes, card not seen",FALSE
"70197/11.5","70197/11",5,"Male",16,"Never married","Asen (Assin)",FALSE,"70197/11",5,"SSS/SHS","70197/11",5,"Yes, card not seen",FALSE
"70197/11.6","70197/11",6,"Male",13,"Never married","Asen (Assin)",FALSE,"70197/11",6,"JSS/JHS","70197/11",6,"Yes, card not seen",FALSE
"70197/12.1","70197/12",1,"Female",53,"Widowed","Dangme (Ada, Shai, Krobo, Osudoku,Ningo)",FALSE,"70197/12",1,"Primary","70197/12",1,"Yes, card seen but expired",FALSE
"70197/12.2","70197/12",2,"Male",27,"Never married","Dangme (Ada, Shai, Krobo, Osudoku,Ningo)",FALSE,"70197/12",2,"JSS/JHS","70197/12",2,NA,NA
"70197/12.3","70197/12",3,"Male",25,"Never married","Dangme (Ada, Shai, Krobo, Osudoku,Ningo)",FALSE,"70197/12",3,"Primary","70197/12",3,"Yes, card not seen",FALSE
"70197/12.4","70197/12",4,"Male",21,"Never married","Dangme (Ada, Shai, Krobo, Osudoku,Ningo)",FALSE,"70197/12",4,"JSS/JHS","70197/12",4,NA,NA
"70197/12.5","70197/12",5,"Male",18,"Never married","Dangme (Ada, Shai, Krobo, Osudoku,Ningo)",FALSE,"70197/12",5,"JSS/JHS","70197/12",5,"Yes, card not seen",FALSE
"70197/12.6","70197/12",6,"Female",11,NA,"Dangme (Ada, Shai, Krobo, Osudoku,Ningo)",FALSE,"70197/12",6,"Primary","70197/12",6,"Yes, card not seen",FALSE
"70197/12.7","70197/12",7,"Female",7,NA,"Dangme (Ada, Shai, Krobo, Osudoku,Ningo)",FALSE,"70197/12",7,"Primary","70197/12",7,"Yes, card not seen",FALSE
"70197/13.1","70197/13",1,"Male",38,"Never married","Fante",FALSE,"70197/13",1,"Primary","70197/13",1,NA,NA
"70197/13.2","70197/13",2,"Male",24,"Never married","Fante",TRUE,"70197/13",2,"SSS/SHS","70197/13",2,NA,NA
"70197/13.3","70197/13",3,"Male",20,"Never married","Fante",FALSE,"70197/13",3,"JSS/JHS","70197/13",3,NA,NA
"70197/14.1","70197/14",1,"Male",37,"Married","Fante",TRUE,"70197/14",1,"SSS/SHS","70197/14",1,"Yes, card seen",TRUE
"70198/01.1","70198/01",1,"Male",72,"Married","Fante",TRUE,"70198/01",1,"University (Bachelor)","70198/01",1,NA,NA
"70198/01.2","70198/01",2,"Female",68,"Married","Fante",TRUE,"70198/01",2,"Middle","70198/01",2,NA,NA
"70198/01.3","70198/01",3,"Male",30,"Never married","Fante",FALSE,"70198/01",3,"Polytechnic","70198/01",3,"No",FALSE
"70198/02.1","70198/02",1,"Female",29,"Married","Asante",TRUE,"70198/02",1,"JSS/JHS","70198/02",1,"Yes, card seen",TRUE
"70198/02.2","70198/02",2,"Female",11,NA,"Asante",FALSE,"70198/02",2,"JSS/JHS","70198/02",2,"Yes, card seen",TRUE
"70198/04.1","70198/04",1,"Male",53,"Married","Ewe",FALSE,"70198/04",1,"Middle","70198/04",1,"Yes, card seen",TRUE
"70198/04.10","70198/04",10,"Male",19,"Never married","Ewe",FALSE,"70198/04",10,"SSS/SHS","70198/04",10,"Yes, card not seen",FALSE
"70198/04.11","70198/04",11,"Female",15,"Never married","Ewe",FALSE,"70198/04",11,"JSS/JHS","70198/04",11,NA,NA
"70198/04.12","70198/04",12,"Male",5,NA,"Ewe",FALSE,"70198/04",12,"Kindergarten","70198/04",12,NA,NA
"70198/04.13","70198/04",13,"Female",5,NA,"Ewe",FALSE,"70198/04",13,"Kindergarten","70198/04",13,NA,NA
"70198/04.2","70198/04",2,"Female",45,"Married","Ewe",FALSE,"70198/04",2,"Middle","70198/04",2,"Yes, card not seen",FALSE
"70198/04.3","70198/04",3,"Male",22,"Never married","Ewe",FALSE,"70198/04",3,"SSS/SHS","70198/04",3,"Yes, card not seen",FALSE
"70198/04.4","70198/04",4,"Male",19,"Never married","Ewe",FALSE,"70198/04",4,"SSS/SHS","70198/04",4,NA,NA
"70198/04.6","70198/04",6,"Female",16,"Never married","Ewe",FALSE,"70198/04",6,"SSS/SHS","70198/04",6,NA,NA
"70198/04.7","70198/04",7,"Female",14,"Never married","Ewe",FALSE,"70198/04",7,"JSS/JHS","70198/04",7,NA,NA
"70198/04.8","70198/04",8,"Male",9,NA,"Ewe",TRUE,"70198/04",8,"Primary","70198/04",8,NA,NA
"70198/04.9","70198/04",9,"Male",6,NA,"Ewe",FALSE,"70198/04",9,"Kindergarten","70198/04",9,NA,NA
"70198/05.1","70198/05",1,"Female",27,"Married","Akuapem",FALSE,"70198/05",1,"JSS/JHS","70198/05",1,"Yes, card seen",TRUE
"70198/05.2","70198/05",2,"Male",6,NA,"Akuapem",FALSE,"70198/05",2,"Primary","70198/05",2,"Yes, card seen",TRUE
"70198/07.1","70198/07",1,"Male",31,"Never married","Dagomba",FALSE,"70198/07",1,"JSS/JHS","70198/07",1,NA,NA
"70198/07.2","70198/07",2,"Female",5,NA,"Dagomba",FALSE,"70198/07",2,"Kindergarten","70198/07",2,NA,NA
"70198/07.3","70198/07",3,"Female",7,NA,"Dagomba",FALSE,"70198/07",3,"Primary","70198/07",3,NA,NA
"70198/08.1","70198/08",1,"Male",21,"Never married","Akuapem",FALSE,"70198/08",1,"JSS/JHS","70198/08",1,NA,NA
"70198/09.1","70198/09",1,"Male",63,"Widowed","Asante",TRUE,"70198/09",1,"Middle","70198/09",1,NA,NA
"70198/10.1","70198/10",1,"Male",23,"Never married","Akyem",TRUE,"70198/10",1,"SSS/SHS","70198/10",1,NA,NA
"70198/11.1","70198/11",1,"Female",32,"Separated","Dangme (Ada, Shai, Krobo, Osudoku,Ningo)",FALSE,"70198/11",1,"Primary","70198/11",1,NA,NA
"70198/11.2","70198/11",2,"Female",14,"Never married","Fante",FALSE,"70198/11",2,"JSS/JHS","70198/11",2,NA,NA
"70198/11.3","70198/11",3,"Female",10,NA,"Fante",FALSE,"70198/11",3,"Primary","70198/11",3,NA,NA
"70198/12.1","70198/12",1,"Male",41,"Consensual Union","Gonja",TRUE,"70198/12",1,"Primary","70198/12",1,NA,NA
"70198/12.2","70198/12",2,"Female",35,"Consensual Union","Ewe",TRUE,"70198/12",2,"SSS/SHS","70198/12",2,NA,NA
"70198/12.3","70198/12",3,"Male",13,"Never married","Gonja",FALSE,"70198/12",3,"JSS/JHS","70198/12",3,NA,NA
"70198/12.4","70198/12",4,"Female",7,NA,"Gonja",FALSE,"70198/12",4,"Primary","70198/12",4,NA,NA
"70198/14.1","70198/14",1,"Male",27,"Married","Fante",TRUE,"70198/14",1,"JSS/JHS","70198/14",1,NA,NA
"70198/14.2","70198/14",2,"Female",24,"Married","Fante",TRUE,"70198/14",2,"SSS/SHS","70198/14",2,NA,NA
"70198/15.1","70198/15",1,"Male",73,"Married","Ga",TRUE,"70198/15",1,"Secondary","70198/15",1,"Yes, card seen",TRUE
"70198/15.2","70198/15",2,"Female",66,"Married","Ewe",TRUE,"70198/15",2,"Middle","70198/15",2,"Yes, card not seen",FALSE
"70199/02.1","70199/02",1,"Male",53,"Divorced","Ewe",FALSE,"70199/02",1,"Middle","70199/02",1,NA,NA
"70199/03.1","70199/03",1,"Male",40,"Married","Kwahu",TRUE,"70199/03",1,"JSS/JHS","70199/03",1,NA,NA
"70199/03.2","70199/03",2,"Female",38,"Married","Asante",TRUE,"70199/03",2,"JSS/JHS","70199/03",2,NA,NA
"70199/03.3","70199/03",3,"Female",18,"Never married","Asante",TRUE,"70199/03",3,"SSS/SHS","70199/03",3,NA,NA
"70199/03.4","70199/03",4,"Female",16,"Never married","Asante",TRUE,"70199/03",4,"SSS/SHS","70199/03",4,NA,NA
"70199/03.5","70199/03",5,"Male",13,"Never married","Asante",TRUE,"70199/03",5,"JSS/JHS","70199/03",5,NA,NA
"70199/04.1","70199/04",1,"Female",37,"Never married","Fante",TRUE,"70199/04",1,"University (Bachelor)","70199/04",1,NA,NA
"70199/06.1","70199/06",1,"Female",53,"Never married","Asante",TRUE,"70199/06",1,"Unviersity (Post Graduate)","70199/06",1,"Yes, card not seen",FALSE
"70199/07.1","70199/07",1,"Male",59,"Widowed","Ga",FALSE,"70199/07",1,NA,"70199/07",1,NA,NA
"70199/08.1","70199/08",1,"Male",40,"Married","Kwahu",TRUE,"70199/08",1,"Voc/Tech/Comm","70199/08",1,"Yes, card seen",TRUE
"70199/08.2","70199/08",2,"Female",13,"Never married","Kwahu",TRUE,"70199/08",2,"Voc/Tech/Comm","70199/08",2,"Yes, card seen",TRUE
"70199/08.3","70199/08",3,"Male",11,NA,"Kwahu",FALSE,"70199/08",3,"JSS/JHS","70199/08",3,"Yes, card seen",TRUE
"70199/08.4","70199/08",4,"Male",9,NA,"Kwahu",FALSE,"70199/08",4,"JSS/JHS","70199/08",4,"Yes, card seen",TRUE
"70199/08.5","70199/08",5,"Female",19,"Never married","Kwahu",FALSE,"70199/08",5,"Primary","70199/08",5,"Yes, card seen",TRUE
"70199/09.1","70199/09",1,"Female",43,"Divorced","Fante",TRUE,"70199/09",1,"JSS/JHS","70199/09",1,NA,NA
"70199/09.2","70199/09",2,"Male",18,"Never married","Fante",FALSE,"70199/09",2,"Primary","70199/09",2,NA,NA
"70199/09.3","70199/09",3,"Male",14,"Never married","Ga",FALSE,"70199/09",3,"JSS/JHS","70199/09",3,NA,NA
"70199/09.4","70199/09",4,"Male",12,"Never married","Ga",FALSE,"70199/09",4,"Primary","70199/09",4,NA,NA
"70199/10.1","70199/10",1,"Male",19,"Never married","Fante",TRUE,"70199/10",1,"SSS/SHS","70199/10",1,NA,NA
"70199/12.1","70199/12",1,"Male",58,"Married","Fante",TRUE,"70199/12",1,"Middle","70199/12",1,NA,NA
"70199/12.2","70199/12",2,"Female",53,"Married","Fante",TRUE,"70199/12",2,"Middle","70199/12",2,NA,NA
"70199/12.3","70199/12",3,"Female",24,"Never married","Fante",FALSE,"70199/12",3,"University (Bachelor)","70199/12",3,"Yes, card not seen",FALSE
"70199/14.1","70199/14",1,"Female",43,"Never married","Kwahu",TRUE,"70199/14",1,"Primary","70199/14",1,NA,NA
"70199/15.1","70199/15",1,"Male",39,"Married","Kwahu",TRUE,"70199/15",1,"Voc/Tech/Comm","70199/15",1,NA,NA
"70199/15.2","70199/15",2,"Female",36,"Married","Kwahu",FALSE,"70199/15",2,"Voc/Tech/Comm","70199/15",2,NA,NA
"70199/15.3","70199/15",3,"Male",14,"Never married","Kwahu",FALSE,"70199/15",3,"JSS/JHS","70199/15",3,"Yes, card seen",TRUE
"70199/15.4","70199/15",4,"Female",12,"Never married","Kwahu",FALSE,"70199/15",4,"JSS/JHS","70199/15",4,"Yes, card not seen",FALSE
"70199/15.5","70199/15",5,"Female",10,NA,"Kwahu",FALSE,"70199/15",5,"Primary","70199/15",5,"Yes, card not seen",FALSE
"70199/15.7","70199/15",7,"Female",18,"Never married","Kwahu",FALSE,"70199/15",7,"JSS/JHS","70199/15",7,"Yes, card not seen",FALSE
"70200/01.1","70200/01",1,"Male",41,"Married","Fante",TRUE,"70200/01",1,"SSS/SHS","70200/01",1,"Yes, card seen",TRUE
"70200/01.2","70200/01",2,"Male",13,"Never married","Fante",TRUE,"70200/01",2,"JSS/JHS","70200/01",2,"Yes, card seen",TRUE
"70200/01.3","70200/01",3,"Female",11,NA,"Fante",FALSE,"70200/01",3,"Primary","70200/01",3,"Yes, card seen",TRUE
"70200/01.4","70200/01",4,"Female",7,NA,"Fante",FALSE,"70200/01",4,"Primary","70200/01",4,"Yes, card seen",TRUE
"70200/02.1","70200/02",1,"Male",58,"Married","Kwahu",TRUE,"70200/02",1,"Voc/Tech/Comm","70200/02",1,NA,NA
"70200/02.2","70200/02",2,"Female",52,"Married","Kwahu",TRUE,"70200/02",2,"Voc/Tech/Comm","70200/02",2,"Yes, card seen",TRUE
"70200/02.3","70200/02",3,"Female",30,"Never married","Kwahu",FALSE,"70200/02",3,"University (Bachelor)","70200/02",3,"Yes, card seen",TRUE
"70200/02.4","70200/02",4,"Male",26,"Never married","Kwahu",FALSE,"70200/02",4,"Polytechnic","70200/02",4,NA,NA
"70200/03.1","70200/03",1,"Male",60,"Married","Fante",TRUE,"70200/03",1,"Middle","70200/03",1,"Yes, card seen",TRUE
"70200/03.2","70200/03",2,"Female",52,"Married","Fante",FALSE,"70200/03",2,"Primary","70200/03",2,"Yes, card seen",TRUE
"70200/04.1","70200/04",1,"Male",51,"Never married","Ewe",TRUE,"70200/04",1,"Middle","70200/04",1,"Yes, card seen",TRUE
"70200/04.2","70200/04",2,"Male",29,"Never married","Ewe",FALSE,"70200/04",2,"Polytechnic","70200/04",2,"Yes, card seen",TRUE
"70200/07.1","70200/07",1,"Female",33,"Widowed","Ewe",TRUE,"70200/07",1,"SSS/SHS","70200/07",1,"Yes, card seen",TRUE
"70200/07.2","70200/07",2,"Female",4,NA,"Ewe",FALSE,"70200/07",2,"Kindergarten","70200/07",2,"Yes, card seen",TRUE
"70200/09.1","70200/09",1,"Male",52,"Married","Asante",TRUE,"70200/09",1,"Primary","70200/09",1,"Yes, card seen",TRUE
"70200/09.2","70200/09",2,"Female",42,"Married","Kwahu",TRUE,"70200/09",2,"Primary","70200/09",2,NA,NA
"70200/09.3","70200/09",3,"Male",18,"Never married","Asante",TRUE,"70200/09",3,"SSS/SHS","70200/09",3,"Yes, card not seen",FALSE
"70200/09.4","70200/09",4,"Male",16,"Never married","Asante",FALSE,"70200/09",4,"JSS/JHS","70200/09",4,NA,NA
"70200/09.5","70200/09",5,"Male",11,NA,"Asante",FALSE,"70200/09",5,"Primary","70200/09",5,NA,NA
"70200/10.1","70200/10",1,"Female",67,"Widowed","Kwahu",TRUE,"70200/10",1,"Middle","70200/10",1,NA,NA
"70200/11.1","70200/11",1,"Female",70,"Widowed","Kwahu",FALSE,"70200/11",1,"Voc/Tech/Comm","70200/11",1,NA,NA
"70200/13.1","70200/13",1,"Male",57,"Married","Ga",TRUE,"70200/13",1,"Teacher Training/Agric/ Nursing Cert","70200/13",1,"Yes, card seen",TRUE
"70200/13.2","70200/13",2,"Female",48,"Married","Asante",TRUE,"70200/13",2,"Middle","70200/13",2,"Yes, card seen",TRUE
"70200/13.3","70200/13",3,"Female",22,"Never married","Wangara (Bambara, Madingo & Dyula)",TRUE,"70200/13",3,"University (Bachelor)","70200/13",3,"Yes, card seen",TRUE
"70200/13.4","70200/13",4,"Male",22,"Never married","Ga",TRUE,"70200/13",4,"JSS/JHS","70200/13",4,"Yes, card seen",TRUE
"70200/13.5","70200/13",5,"Female",13,"Never married","Ga",FALSE,"70200/13",5,"JSS/JHS","70200/13",5,"Yes, card seen",TRUE
"70201/01.1","70201/01",1,"Male",69,"Married","Ga",FALSE,"70201/01",1,"Voc/Tech/Comm","70201/01",1,"Yes, card seen",TRUE
"70201/01.2","70201/01",2,"Female",45,"Married","Ga",FALSE,"70201/01",2,"Voc/Tech/Comm","70201/01",2,"Yes, card seen",TRUE
"70201/01.3","70201/01",3,"Male",26,"Never married","Ga",FALSE,"70201/01",3,"University (Bachelor)","70201/01",3,"Yes, card seen",TRUE
"70201/01.4","70201/01",4,"Female",29,"Married","Ga",FALSE,"70201/01",4,"University (Bachelor)","70201/01",4,"Yes, card seen",TRUE
"70201/01.5","70201/01",5,"Female",22,"Never married","Ga",FALSE,"70201/01",5,"University (Bachelor)","70201/01",5,"Yes, card seen",TRUE
"70201/02.1","70201/02",1,"Male",41,"Married","Akyem",TRUE,"70201/02",1,"Voc/Tech/Comm","70201/02",1,"Yes, card seen",TRUE
"70201/02.2","70201/02",2,"Female",34,"Married","Fante",TRUE,"70201/02",2,"Primary","70201/02",2,"Yes, card seen",TRUE
"70201/02.3","70201/02",3,"Female",19,"Never married","Fante",TRUE,"70201/02",3,"JSS/JHS","70201/02",3,"Yes, card seen",TRUE
"70201/02.4","70201/02",4,"Female",17,"Never married","Fante",TRUE,"70201/02",4,"Primary","70201/02",4,"Yes, card seen",TRUE
"70201/02.5","70201/02",5,"Male",9,NA,"Fante",FALSE,"70201/02",5,"Primary","70201/02",5,"Yes, card seen",TRUE
"70201/02.6","70201/02",6,"Male",13,"Never married","Fante",FALSE,"70201/02",6,"Primary","70201/02",6,"Yes, card seen",TRUE
"70201/02.7","70201/02",7,"Male",7,NA,"Fante",FALSE,"70201/02",7,"Primary","70201/02",7,"Yes, card seen but expired",FALSE
"70201/03.1","70201/03",1,"Male",26,"Never married",NA,TRUE,"70201/03",1,"University (Bachelor)","70201/03",1,NA,NA
"70201/04.1","70201/04",1,"Male",50,"Married","Fante",TRUE,"70201/04",1,"Middle","70201/04",1,"Yes, card seen",TRUE
"70201/04.2","70201/04",2,"Female",44,"Married","Fante",TRUE,"70201/04",2,"JSS/JHS","70201/04",2,"Yes, card seen",TRUE
"70201/04.3","70201/04",3,"Female",13,"Never married","Fante",FALSE,"70201/04",3,"JSS/JHS","70201/04",3,"Yes, card seen",TRUE
"70201/05.1","70201/05",1,"Male",60,"Married","Fante",TRUE,"70201/05",1,"Middle","70201/05",1,"Yes, card seen",TRUE
"70201/05.2","70201/05",2,"Female",52,"Married","Fante",TRUE,"70201/05",2,"Middle","70201/05",2,"Yes, card seen",TRUE
"70201/05.3","70201/05",3,"Male",24,"Never married","Fante",FALSE,"70201/05",3,"University (Bachelor)","70201/05",3,"Yes, card not seen",FALSE
"70201/05.4","70201/05",4,"Male",18,"Never married","Fante",FALSE,"70201/05",4,"University (Bachelor)","70201/05",4,"Yes, card not seen",FALSE
"70201/05.5","70201/05",5,"Female",19,"Never married","Fante",FALSE,"70201/05",5,"Primary","70201/05",5,"Yes, card seen",TRUE
"70201/05.6","70201/05",6,"Male",18,"Never married","Fante",FALSE,"70201/05",6,"SSS/SHS","70201/05",6,"Yes, card seen",TRUE
"70201/08.1","70201/08",1,"Female",61,"Separated","Fante",TRUE,"70201/08",1,"Voc/Tech/Comm","70201/08",1,NA,NA
"70201/08.2","70201/08",2,"Female",45,"Divorced","Ga",FALSE,"70201/08",2,"University (Bachelor)","70201/08",2,"Yes, card seen",TRUE
